날짜,계절,휴일유무,출근길유무,날씨,온도,체감온도,습도,풍속,비회원대여,회원대여,합계대여,카테고리
2012-03-02 09:00:00,봄,예,아니오,맑음,12.30 도,16.66 도,81,0.0,15,299,314,매우많음
2012-03-02 10:00:00,봄,예,아니오,맑음,14.76 도,17.43 도,50,11.0014,14,118,132,적음
2012-03-02 11:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,46,12.998,40,154,194,보통
2012-03-02 12:00:00,봄,예,아니오,맑음,16.40 도,20.45 도,43,11.0014,40,194,234,보통
2012-03-02 13:00:00,봄,예,아니오,맑음,17.22 도,21.21 도,44,15.0013,31,191,222,보통
2012-03-02 14:00:00,봄,예,아니오,흐림,18.04 도,21.97 도,44,19.0012,29,176,205,보통
2012-03-02 15:00:00,봄,예,아니오,흐림,17.22 도,21.21 도,50,19.9995,5,73,78,적음
2012-03-02 16:00:00,봄,예,아니오,비,16.40 도,20.45 도,58,19.9995,1,49,50,매우적음
2012-03-02 17:00:00,봄,예,아니오,비,14.76 도,17.43 도,81,15.0013,5,123,128,적음
2012-03-02 18:00:00,봄,예,아니오,비,14.76 도,17.43 도,87,12.998,6,154,160,보통
2012-03-02 19:00:00,봄,예,아니오,비,14.76 도,17.43 도,87,12.998,12,162,174,보통
2012-03-02 20:00:00,봄,예,아니오,흐림,14.76 도,17.43 도,87,12.998,7,93,100,적음
2012-03-02 21:00:00,봄,예,아니오,비,14.76 도,18.18 도,87,6.0032,2,99,101,적음
2012-03-02 22:00:00,봄,예,아니오,흐림,14.76 도,18.94 도,87,0.0,6,69,75,적음
2012-03-02 23:00:00,봄,예,아니오,흐림,14.76 도,18.94 도,87,0.0,4,19,23,매우적음
2012-03-03 00:00:00,봄,예,예,비,14.76 도,18.18 도,93,6.0032,1,21,22,매우적음
2012-03-03 01:00:00,봄,예,예,비,14.76 도,18.94 도,93,0.0,0,44,44,매우적음
2012-03-03 02:00:00,봄,예,예,비,14.76 도,18.18 도,93,6.0032,4,34,38,매우적음
2012-03-03 03:00:00,봄,예,예,흐림,14.76 도,17.43 도,93,11.0014,1,20,21,매우적음
2012-03-03 04:00:00,봄,예,예,흐림,14.76 도,17.43 도,93,12.998,0,2,2,매우적음
2012-03-03 05:00:00,봄,예,예,흐림,14.76 도,18.18 도,93,6.0032,1,1,2,매우적음
2012-03-03 06:00:00,봄,예,예,흐림,14.76 도,18.18 도,93,6.0032,1,6,7,매우적음
2012-03-03 07:00:00,봄,예,예,흐림,14.76 도,17.43 도,93,8.9981,2,14,16,매우적음
2012-03-03 08:00:00,봄,예,예,비,14.76 도,18.94 도,93,0.0,2,46,48,매우적음
2012-03-03 09:00:00,봄,예,예,비,15.58 도,19.70 도,87,6.0032,7,87,94,적음
2012-03-03 10:00:00,봄,예,예,흐림,16.40 도,20.45 도,87,0.0,31,137,168,보통
2012-03-03 11:00:00,봄,예,예,흐림,16.40 도,20.45 도,87,6.0032,33,181,214,보통
2012-03-03 12:00:00,봄,예,예,흐림,17.22 도,21.21 도,67,16.9979,47,252,299,많음
2012-03-03 13:00:00,봄,예,예,맑음,18.04 도,21.97 도,51,19.0012,87,252,339,매우많음
2012-03-03 14:00:00,봄,예,예,흐림,18.86 도,22.73 도,44,23.9994,151,279,430,
2012-03-03 15:00:00,봄,예,예,맑음,19.68 도,23.48 도,29,19.9995,145,254,399,
2012-03-03 16:00:00,봄,예,예,맑음,20.50 도,24.24 도,27,19.9995,167,300,467,
2012-03-03 17:00:00,봄,예,예,맑음,20.50 도,24.24 도,23,22.0028,106,279,385,
2012-03-03 18:00:00,봄,예,예,맑음,20.50 도,24.24 도,25,16.9979,53,250,303,매우많음
2012-03-03 19:00:00,봄,예,예,맑음,18.86 도,22.73 도,33,11.0014,34,191,225,보통
2012-03-03 20:00:00,봄,예,예,맑음,18.04 도,21.97 도,30,8.9981,28,121,149,적음
2012-03-03 21:00:00,봄,예,예,맑음,18.86 도,22.73 도,19,22.0028,24,130,154,보통
2012-03-03 22:00:00,봄,예,예,맑음,18.04 도,21.97 도,21,8.9981,19,115,134,적음
2012-03-03 23:00:00,봄,예,예,맑음,17.22 도,21.21 도,24,0.0,12,94,106,적음
2012-03-04 00:00:00,봄,예,예,흐림,16.40 도,20.45 도,30,23.9994,5,67,72,적음
2012-03-04 01:00:00,봄,예,예,흐림,15.58 도,19.70 도,34,12.998,16,60,76,적음
2012-03-04 02:00:00,봄,예,예,흐림,14.76 도,17.43 도,40,11.0014,14,66,80,적음
2012-03-04 03:00:00,봄,예,예,흐림,14.76 도,17.43 도,43,8.9981,5,21,26,매우적음
2012-03-04 04:00:00,봄,예,예,흐림,13.94 도,16.66 도,46,12.998,3,11,14,매우적음
2012-03-04 05:00:00,봄,예,예,흐림,13.94 도,15.91 도,46,15.0013,0,5,5,매우적음
2012-03-04 06:00:00,봄,예,예,흐림,12.30 도,13.63 도,52,19.9995,0,5,5,매우적음
2012-03-04 07:00:00,봄,예,예,흐림,12.30 도,13.63 도,52,19.9995,2,21,23,매우적음
2012-03-04 08:00:00,봄,예,예,맑음,12.30 도,13.63 도,52,22.0028,12,54,66,적음
2012-03-04 09:00:00,봄,예,예,맑음,12.30 도,13.63 도,49,30.0026,14,104,118,적음
2012-03-04 10:00:00,봄,예,예,맑음,12.30 도,13.63 도,49,22.0028,31,161,192,보통
2012-03-04 11:00:00,봄,예,예,맑음,13.12 도,14.39 도,45,26.0027,64,192,256,많음
2012-03-04 12:00:00,봄,예,예,맑음,13.94 도,15.15 도,42,23.9994,71,256,327,매우많음
2012-03-04 13:00:00,봄,예,예,맑음,14.76 도,16.66 도,37,23.9994,108,256,364,
2012-03-04 14:00:00,봄,예,예,맑음,14.76 도,16.66 도,34,23.9994,106,226,332,매우많음
2012-03-04 15:00:00,봄,예,예,맑음,14.76 도,15.91 도,32,35.0008,82,252,334,매우많음
2012-03-04 16:00:00,봄,예,예,맑음,14.76 도,15.91 도,29,32.9975,68,231,299,많음
2012-03-04 17:00:00,봄,예,예,맑음,13.94 도,14.39 도,31,36.9974,49,214,263,많음
2012-03-04 18:00:00,봄,예,예,맑음,13.12 도,13.63 도,33,40.9973,20,164,184,보통
2012-03-04 19:00:00,봄,예,예,맑음,12.30 도,12.88 도,36,32.9975,12,120,132,적음
2012-03-04 20:00:00,봄,예,예,맑음,11.48 도,13.63 도,38,16.9979,8,80,88,적음
2012-03-04 21:00:00,봄,예,예,맑음,11.48 도,13.63 도,36,15.0013,9,70,79,적음
2012-03-04 22:00:00,봄,예,예,맑음,10.66 도,12.12 도,41,16.9979,9,53,62,적음
2012-03-04 23:00:00,봄,예,예,맑음,10.66 도,12.88 도,41,12.998,2,24,26,매우적음
2012-03-05 00:00:00,봄,예,아니오,맑음,9.84 도,11.37 도,44,12.998,2,15,17,매우적음
2012-03-05 01:00:00,봄,예,아니오,맑음,9.84 도,12.12 도,48,8.9981,3,3,6,매우적음
2012-03-05 02:00:00,봄,예,아니오,맑음,9.84 도,12.12 도,48,8.9981,1,3,4,매우적음
2012-03-05 03:00:00,봄,예,아니오,맑음,9.02 도,11.37 도,51,11.0014,0,1,1,매우적음
2012-03-05 04:00:00,봄,예,아니오,맑음,8.20 도,11.37 도,55,6.0032,0,1,1,매우적음
2012-03-05 05:00:00,봄,예,아니오,맑음,8.20 도,11.37 도,55,6.0032,1,17,18,매우적음
2012-03-05 06:00:00,봄,예,아니오,맑음,7.38 도,9.85 도,59,8.9981,2,89,91,적음
2012-03-05 07:00:00,봄,예,아니오,맑음,7.38 도,9.85 도,59,8.9981,7,253,260,많음
2012-03-05 08:00:00,봄,예,아니오,맑음,8.20 도,11.37 도,59,7.0015,13,415,428,
2012-03-05 09:00:00,봄,예,아니오,흐림,9.02 도,12.88 도,60,6.0032,11,186,197,보통
2012-03-05 10:00:00,봄,예,아니오,흐림,9.84 도,12.88 도,60,0.0,12,74,86,적음
2012-03-05 11:00:00,봄,예,아니오,흐림,10.66 도,13.63 도,56,8.9981,17,86,103,적음
2012-03-05 12:00:00,봄,예,아니오,흐림,10.66 도,15.15 도,52,0.0,15,122,137,적음
2012-03-05 13:00:00,봄,예,아니오,흐림,10.66 도,12.88 도,55,19.9995,11,109,120,적음
2012-03-05 14:00:00,봄,예,아니오,흐림,11.48 도,12.88 도,57,23.9994,13,115,128,적음
2012-03-05 15:00:00,봄,예,아니오,흐림,12.30 도,14.39 도,53,12.998,20,110,130,적음
2012-03-05 16:00:00,봄,예,아니오,맑음,12.30 도,13.63 도,45,19.9995,30,180,210,보통
2012-03-05 17:00:00,봄,예,아니오,비,12.30 도,13.63 도,45,19.9995,11,376,387,
2012-03-05 18:00:00,봄,예,아니오,비,11.48 도,11.37 도,55,43.9989,12,363,375,
2012-03-05 19:00:00,봄,예,아니오,맑음,10.66 도,12.88 도,53,15.0013,6,220,226,보통
2012-03-05 20:00:00,봄,예,아니오,맑음,10.66 도,11.37 도,37,31.0009,8,171,179,보통
2012-03-05 21:00:00,봄,예,아니오,맑음,10.66 도,11.37 도,37,26.0027,4,116,120,적음
2012-03-05 22:00:00,봄,예,아니오,맑음,9.84 도,10.61 도,35,22.0028,2,76,78,적음
2012-03-05 23:00:00,봄,예,아니오,맑음,9.02 도,9.09 도,37,39.0007,2,29,31,매우적음
2012-03-06 00:00:00,봄,예,아니오,맑음,9.02 도,10.61 도,37,19.9995,0,8,8,매우적음
2012-03-06 01:00:00,봄,예,아니오,맑음,8.20 도,9.85 도,44,16.9979,0,6,6,매우적음
2012-03-06 02:00:00,봄,예,아니오,맑음,8.20 도,9.85 도,44,15.0013,0,4,4,매우적음
2012-03-06 03:00:00,봄,예,아니오,맑음,7.38 도,8.34 도,51,19.0012,0,1,1,매우적음
2012-03-06 04:00:00,봄,예,아니오,맑음,7.38 도,8.34 도,51,19.9995,0,3,3,매우적음
2012-03-06 05:00:00,봄,예,아니오,맑음,7.38 도,9.09 도,51,15.0013,0,25,25,매우적음
2012-03-06 06:00:00,봄,예,아니오,맑음,7.38 도,10.61 도,51,7.0015,3,99,102,적음
2012-03-06 07:00:00,봄,예,아니오,맑음,6.56 도,9.09 도,55,8.9981,5,270,275,많음
2012-03-06 08:00:00,봄,예,아니오,맑음,6.56 도,9.09 도,59,7.0015,14,487,501,
2012-03-06 09:00:00,봄,예,아니오,맑음,9.02 도,13.63 도,47,0.0,11,222,233,보통
2012-03-06 10:00:00,봄,예,아니오,맑음,9.84 도,12.88 도,44,0.0,16,113,129,적음
2012-03-06 11:00:00,봄,예,아니오,맑음,10.66 도,12.88 도,41,11.0014,20,110,130,적음
2012-03-06 12:00:00,봄,예,아니오,맑음,10.66 도,13.63 도,41,7.0015,9,129,138,적음
2012-03-06 13:00:00,봄,예,아니오,맑음,12.30 도,15.15 도,39,8.9981,16,148,164,보통
2012-03-06 14:00:00,봄,예,아니오,맑음,13.12 도,15.15 도,36,15.0013,20,116,136,적음
2012-03-06 15:00:00,봄,예,아니오,맑음,13.94 도,15.15 도,36,19.9995,24,142,166,보통
2012-03-06 16:00:00,봄,예,아니오,맑음,14.76 도,16.66 도,32,19.0012,22,228,250,보통
2012-03-06 17:00:00,봄,예,아니오,맑음,14.76 도,16.66 도,34,19.0012,21,425,446,
2012-03-06 18:00:00,봄,예,아니오,맑음,13.94 도,15.15 도,42,22.0028,15,442,457,
2012-03-06 19:00:00,봄,예,아니오,맑음,13.94 도,15.15 도,46,19.9995,9,278,287,많음
2012-03-06 20:00:00,봄,예,아니오,맑음,13.12 도,15.91 도,49,12.998,3,184,187,보통
2012-03-06 21:00:00,봄,예,아니오,맑음,13.12 도,15.91 도,49,12.998,5,143,148,적음
2012-03-06 22:00:00,봄,예,아니오,맑음,11.48 도,13.63 도,56,11.0014,5,101,106,적음
2012-03-06 23:00:00,봄,예,아니오,맑음,11.48 도,13.63 도,61,15.0013,3,51,54,적음
2012-03-07 00:00:00,봄,예,아니오,맑음,11.48 도,12.88 도,65,19.0012,3,12,15,매우적음
2012-03-07 01:00:00,봄,예,아니오,맑음,12.30 도,13.63 도,61,19.9995,1,4,5,매우적음
2012-03-07 02:00:00,봄,예,아니오,맑음,12.30 도,14.39 도,56,19.0012,0,4,4,매우적음
2012-03-07 03:00:00,봄,예,아니오,맑음,12.30 도,13.63 도,56,23.9994,1,2,3,매우적음
2012-03-07 04:00:00,봄,예,아니오,맑음,11.48 도,12.88 도,61,22.0028,0,3,3,매우적음
2012-03-07 05:00:00,봄,예,아니오,맑음,11.48 도,12.88 도,56,19.9995,0,18,18,매우적음
2012-03-07 06:00:00,봄,예,아니오,맑음,11.48 도,12.88 도,61,26.0027,4,104,108,적음
2012-03-07 07:00:00,봄,예,아니오,맑음,10.66 도,11.37 도,65,26.0027,12,332,344,매우많음
2012-03-07 08:00:00,봄,예,아니오,맑음,11.48 도,12.88 도,61,19.9995,12,554,566,
2012-03-07 09:00:00,봄,예,아니오,맑음,12.30 도,13.63 도,61,22.0028,12,252,264,많음
2012-03-07 10:00:00,봄,예,아니오,맑음,14.76 도,16.66 도,50,19.9995,20,127,147,적음
2012-03-07 11:00:00,봄,예,아니오,맑음,17.22 도,21.21 도,38,19.9995,33,128,161,보통
2012-03-07 12:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,38,26.0027,40,175,215,보통
2012-03-07 13:00:00,봄,예,아니오,맑음,20.50 도,24.24 도,34,27.9993,26,179,205,보통
2012-03-07 14:00:00,봄,예,아니오,맑음,21.32 도,25.00 도,36,22.0028,38,137,175,보통
2012-03-07 15:00:00,봄,예,아니오,맑음,22.14 도,25.76 도,37,30.0026,44,165,209,보통
2012-03-07 16:00:00,봄,예,아니오,맑음,22.96 도,26.52 도,37,27.9993,34,254,288,많음
2012-03-07 17:00:00,봄,예,아니오,맑음,22.96 도,26.52 도,43,32.9975,58,554,612,
2012-03-07 18:00:00,봄,예,아니오,맑음,22.96 도,26.52 도,40,31.0009,35,509,544,
2012-03-07 19:00:00,봄,예,아니오,맑음,22.14 도,25.76 도,42,23.9994,16,345,361,
2012-03-07 20:00:00,봄,예,아니오,맑음,20.50 도,24.24 도,51,16.9979,18,242,260,많음
2012-03-07 21:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,62,16.9979,11,177,188,보통
2012-03-07 22:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,59,19.9995,10,149,159,보통
2012-03-07 23:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,62,22.0028,4,58,62,적음
2012-03-08 00:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,62,22.0028,11,35,46,매우적음
2012-03-08 01:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,63,22.0028,4,17,21,매우적음
2012-03-08 02:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,63,26.0027,6,5,11,매우적음
2012-03-08 03:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,63,26.0027,0,3,3,매우적음
2012-03-08 04:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,72,19.0012,0,2,2,매우적음
2012-03-08 05:00:00,봄,예,아니오,맑음,17.22 도,21.21 도,77,15.0013,1,28,29,매우적음
2012-03-08 06:00:00,봄,예,아니오,맑음,17.22 도,21.21 도,77,16.9979,4,105,109,적음
2012-03-08 07:00:00,봄,예,아니오,맑음,17.22 도,21.21 도,77,23.9994,8,326,334,매우많음
2012-03-08 08:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,77,26.0027,12,573,585,
2012-03-08 09:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,72,31.0009,19,282,301,매우많음
2012-03-08 10:00:00,봄,예,아니오,맑음,20.50 도,24.24 도,68,31.0009,19,119,138,적음
2012-03-08 11:00:00,봄,예,아니오,흐림,22.14 도,25.76 도,60,31.0009,48,156,204,보통
2012-03-08 12:00:00,봄,예,아니오,흐림,22.96 도,26.52 도,60,30.0026,27,224,251,많음
2012-03-08 13:00:00,봄,예,아니오,흐림,24.60 도,31.06 도,49,43.0006,35,198,233,보통
2012-03-08 14:00:00,봄,예,아니오,흐림,25.42 도,31.06 도,43,43.0006,48,155,203,보통
2012-03-08 15:00:00,봄,예,아니오,맑음,26.24 도,31.06 도,38,46.0022,24,161,185,보통
2012-03-08 16:00:00,봄,예,아니오,흐림,25.42 도,31.06 도,41,43.0006,37,305,342,매우많음
2012-03-08 17:00:00,봄,예,아니오,맑음,25.42 도,31.06 도,38,43.9989,52,545,597,
2012-03-08 18:00:00,봄,예,아니오,흐림,25.42 도,31.06 도,38,36.9974,45,545,590,
2012-03-08 19:00:00,봄,예,아니오,흐림,24.60 도,31.06 도,40,30.0026,21,395,416,
2012-03-08 20:00:00,봄,예,아니오,흐림,24.60 도,31.06 도,43,26.0027,20,282,302,매우많음
2012-03-08 21:00:00,봄,예,아니오,맑음,24.60 도,31.06 도,43,26.0027,27,206,233,보통
2012-03-08 22:00:00,봄,예,아니오,맑음,22.96 도,26.52 도,49,22.0028,12,141,153,보통
2012-03-08 23:00:00,봄,예,아니오,흐림,22.96 도,26.52 도,49,30.0026,6,88,94,적음
2012-03-09 00:00:00,봄,예,아니오,흐림,23.78 도,27.27 도,49,31.0009,3,51,54,적음
2012-03-09 01:00:00,봄,예,아니오,비,22.96 도,26.52 도,52,32.9975,4,22,26,매우적음
2012-03-09 02:00:00,봄,예,아니오,비,19.68 도,23.48 도,77,27.9993,2,9,11,매우적음
2012-03-09 03:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,77,35.0008,0,7,7,매우적음
2012-03-09 04:00:00,봄,예,아니오,비,16.40 도,20.45 도,66,19.0012,0,1,1,매우적음
2012-03-09 05:00:00,봄,예,아니오,비,16.40 도,20.45 도,66,19.0012,2,27,29,매우적음
2012-03-09 06:00:00,봄,예,아니오,흐림,16.40 도,20.45 도,50,23.9994,2,83,85,적음
2012-03-09 07:00:00,봄,예,아니오,흐림,15.58 도,19.70 도,40,19.9995,6,262,268,많음
2012-03-09 08:00:00,봄,예,아니오,흐림,13.94 도,14.39 도,42,35.0008,17,484,501,
2012-03-09 09:00:00,봄,예,아니오,흐림,13.94 도,14.39 도,42,35.0008,17,267,284,많음
2012-03-09 10:00:00,봄,예,아니오,흐림,13.94 도,14.39 도,36,32.9975,14,145,159,보통
2012-03-09 11:00:00,봄,예,아니오,흐림,14.76 도,16.66 도,34,23.9994,17,170,187,보통
2012-03-09 12:00:00,봄,예,아니오,맑음,14.76 도,16.66 도,34,27.9993,27,174,201,보통
2012-03-09 13:00:00,봄,예,아니오,흐림,15.58 도,19.70 도,29,26.0027,49,175,224,보통
2012-03-09 14:00:00,봄,예,아니오,맑음,17.22 도,21.21 도,28,31.0009,49,129,178,보통
2012-03-09 15:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,24,16.9979,50,188,238,보통
2012-03-09 16:00:00,봄,예,아니오,맑음,19.68 도,23.48 도,23,27.9993,51,292,343,매우많음
2012-03-09 17:00:00,봄,예,아니오,맑음,18.86 도,22.73 도,24,26.0027,68,498,566,
2012-03-09 18:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,26,35.0008,30,440,470,
2012-03-09 19:00:00,봄,예,아니오,맑음,17.22 도,21.21 도,28,40.9973,12,232,244,보통
2012-03-09 20:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,32,23.9994,3,156,159,보통
2012-03-09 21:00:00,봄,예,아니오,맑음,14.76 도,16.66 도,34,22.0028,8,133,141,적음
2012-03-09 22:00:00,봄,예,아니오,맑음,13.94 도,14.39 도,31,32.9975,7,100,107,적음
2012-03-09 23:00:00,봄,예,아니오,맑음,13.12 도,15.15 도,33,19.9995,9,77,86,적음
2012-03-10 00:00:00,봄,예,예,맑음,12.30 도,13.63 도,36,23.9994,9,68,77,적음
2012-03-10 01:00:00,봄,예,예,맑음,12.30 도,14.39 도,36,16.9979,1,50,51,적음
2012-03-10 02:00:00,봄,예,예,맑음,10.66 도,12.12 도,41,16.9979,12,30,42,매우적음
2012-03-10 03:00:00,봄,예,예,맑음,10.66 도,11.37 도,41,19.9995,0,16,16,매우적음
2012-03-10 04:00:00,봄,예,예,맑음,9.84 도,10.61 도,41,23.9994,1,3,4,매우적음
2012-03-10 05:00:00,봄,예,예,맑음,9.02 도,10.61 도,42,19.0012,3,7,10,매우적음
2012-03-10 06:00:00,봄,예,예,맑음,9.02 도,10.61 도,44,19.0012,1,11,12,매우적음
2012-03-10 07:00:00,봄,예,예,맑음,9.02 도,10.61 도,44,16.9979,4,36,40,매우적음
2012-03-10 08:00:00,봄,예,예,맑음,9.02 도,10.61 도,44,19.9995,15,96,111,적음
2012-03-10 09:00:00,봄,예,예,맑음,9.84 도,10.61 도,41,22.0028,21,127,148,적음
2012-03-10 10:00:00,봄,예,예,맑음,10.66 도,11.37 도,35,27.9993,47,176,223,보통
2012-03-10 11:00:00,봄,예,예,맑음,12.30 도,13.63 도,33,22.0028,56,218,274,많음
2012-03-10 12:00:00,봄,예,예,맑음,12.30 도,13.63 도,33,22.0028,88,241,329,매우많음
2012-03-10 13:00:00,봄,예,예,맑음,13.12 도,15.15 도,29,19.0012,89,268,357,
2012-03-10 14:00:00,봄,예,예,맑음,13.94 도,15.91 도,27,19.0012,117,262,379,
2012-03-10 15:00:00,봄,예,예,맑음,13.94 도,18.18 도,25,0.0,132,274,406,
2012-03-10 16:00:00,봄,예,예,맑음,14.76 도,18.18 도,23,0.0,115,275,390,
2012-03-10 17:00:00,봄,예,예,맑음,14.76 도,18.94 도,23,0.0,104,250,354,
2012-03-10 18:00:00,봄,예,예,맑음,14.76 도,18.18 도,21,6.0032,67,230,297,많음
2012-03-10 19:00:00,봄,예,예,맑음,13.94 도,18.18 도,25,0.0,25,159,184,보통
2012-03-10 20:00:00,봄,예,예,맑음,13.12 도,16.66 도,33,8.9981,20,101,121,적음
2012-03-10 21:00:00,봄,예,예,맑음,12.30 도,14.39 도,39,15.0013,16,94,110,적음
2012-03-10 22:00:00,봄,예,예,맑음,10.66 도,12.88 도,44,11.0014,19,81,100,적음
2012-03-10 23:00:00,봄,예,예,맑음,10.66 도,12.88 도,41,12.998,6,77,83,적음
2012-03-11 00:00:00,봄,예,예,맑음,10.66 도,14.39 도,44,6.0032,7,62,69,적음
2012-03-11 01:00:00,봄,예,예,맑음,9.84 도,12.12 도,52,11.0014,4,57,61,적음
2012-03-11 03:00:00,봄,예,예,맑음,9.84 도,12.12 도,60,8.9981,15,51,66,적음
2012-03-11 04:00:00,봄,예,예,맑음,9.84 도,12.12 도,60,8.9981,7,15,22,매우적음
2012-03-11 05:00:00,봄,예,예,맑음,9.84 도,12.12 도,60,11.0014,2,5,7,매우적음
2012-03-11 06:00:00,봄,예,예,맑음,9.84 도,12.12 도,70,11.0014,2,8,10,매우적음
2012-03-11 07:00:00,봄,예,예,맑음,9.02 도,11.37 도,69,8.9981,2,15,17,매우적음
2012-03-11 08:00:00,봄,예,예,맑음,9.02 도,11.37 도,69,8.9981,4,68,72,적음
2012-03-11 09:00:00,봄,예,예,맑음,10.66 도,12.88 도,60,15.0013,20,70,90,적음
2012-03-11 10:00:00,봄,예,예,맑음,13.12 도,15.15 도,49,19.0012,71,147,218,보통
2012-03-11 11:00:00,봄,예,예,맑음,14.76 도,16.66 도,43,19.0012,90,209,299,많음
2012-03-11 12:00:00,봄,예,예,맑음,16.40 도,20.45 도,37,19.9995,146,264,410,
2012-03-11 13:00:00,봄,예,예,맑음,17.22 도,21.21 도,41,19.9995,176,288,464,
2012-03-11 14:00:00,봄,예,예,맑음,18.86 도,22.73 도,31,19.0012,212,289,501,
2012-03-11 15:00:00,봄,예,예,맑음,20.50 도,24.24 도,29,19.9995,201,286,487,
2012-03-11 16:00:00,봄,예,예,맑음,20.50 도,24.24 도,31,23.9994,208,301,509,
2012-03-11 17:00:00,봄,예,예,맑음,21.32 도,25.00 도,27,19.9995,199,299,498,
2012-03-11 18:00:00,봄,예,예,맑음,21.32 도,25.00 도,29,19.0012,133,256,389,
2012-03-11 19:00:00,봄,예,예,맑음,20.50 도,24.24 도,31,19.0012,55,203,258,많음
2012-03-11 20:00:00,봄,예,예,맑음,18.04 도,21.97 도,47,15.0013,42,129,171,보통
2012-03-11 21:00:00,봄,예,예,맑음,17.22 도,21.21 도,54,15.0013,37,110,147,적음
2012-03-11 22:00:00,봄,예,예,맑음,16.40 도,20.45 도,54,12.998,13,81,94,적음
2012-03-11 23:00:00,봄,예,예,맑음,16.40 도,20.45 도,50,11.0014,12,40,52,적음
2012-03-12 00:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,54,12.998,4,20,24,매우적음
2012-03-12 01:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,50,8.9981,1,9,10,매우적음
2012-03-12 02:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,54,7.0015,4,5,9,매우적음
2012-03-12 03:00:00,봄,예,아니오,맑음,14.76 도,17.43 도,50,8.9981,0,2,2,매우적음
2012-03-12 04:00:00,봄,예,아니오,맑음,13.94 도,16.66 도,61,12.998,0,3,3,매우적음
2012-03-12 05:00:00,봄,예,아니오,맑음,13.94 도,16.66 도,61,12.998,1,15,16,매우적음
2012-03-12 06:00:00,봄,예,아니오,맑음,13.94 도,17.43 도,57,7.0015,2,86,88,적음
2012-03-12 07:00:00,봄,예,아니오,맑음,13.94 도,17.43 도,53,7.0015,9,259,268,많음
2012-03-12 08:00:00,봄,예,아니오,맑음,13.94 도,16.66 도,61,8.9981,17,547,564,
2012-03-12 09:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,54,11.0014,21,260,281,많음
2012-03-12 10:00:00,봄,예,아니오,맑음,16.40 도,20.45 도,50,15.0013,39,98,137,적음
2012-03-12 11:00:00,봄,예,아니오,맑음,18.04 도,21.97 도,44,15.0013,39,111,150,적음
2012-03-12 12:00:00,봄,예,아니오,맑음,19.68 도,23.48 도,39,15.0013,59,162,221,보통
2012-03-12 13:00:00,봄,예,아니오,흐림,22.14 도,25.76 도,32,16.9979,74,176,250,보통
2012-03-12 14:00:00,봄,예,아니오,흐림,23.78 도,27.27 도,32,19.0012,76,145,221,보통
2012-03-12 15:00:00,봄,예,아니오,맑음,22.96 도,26.52 도,40,8.9981,74,159,233,보통
2012-03-12 16:00:00,봄,예,아니오,맑음,25.42 도,31.06 도,35,30.0026,77,255,332,매우많음
2012-03-12 17:00:00,봄,예,아니오,흐림,25.42 도,31.06 도,38,27.9993,87,557,644,
2012-03-12 18:00:00,봄,예,아니오,흐림,24.60 도,31.06 도,43,12.998,89,623,712,
2012-03-12 19:00:00,봄,예,아니오,흐림,22.96 도,26.52 도,49,15.0013,67,379,446,
2012-03-12 20:00:00,봄,예,아니오,흐림,22.96 도,26.52 도,49,15.0013,49,237,286,많음
2012-03-12 21:00:00,봄,예,아니오,흐림,22.14 도,25.76 도,56,15.0013,22,183,205,보통
2012-03-12 22:00:00,봄,예,아니오,흐림,22.96 도,26.52 도,56,15.0013,17,116,133,적음
2012-03-12 23:00:00,봄,예,아니오,맑음,22.96 도,26.52 도,56,15.0013,10,53,63,적음
2012-03-13 00:00:00,봄,예,아니오,흐림,22.96 도,26.52 도,52,12.998,5,21,26,매우적음
2012-03-13 01:00:00,봄,예,아니오,흐림,21.32 도,25.00 도,59,15.0013,2,14,16,매우적음
2012-03-13 02:00:00,봄,예,아니오,비,21.32 도,25.00 도,72,19.9995,0,1,1,매우적음
2012-03-13 03:00:00,봄,예,아니오,비,21.32 도,25.00 도,72,19.9995,0,2,2,매우적음
2012-03-13 04:00:00,봄,예,아니오,흐림,18.86 도,22.73 도,82,12.998,0,1,1,매우적음
2012-03-13 05:00:00,봄,예,아니오,흐림,18.86 도,22.73 도,82,12.998,0,24,24,매우적음
2012-03-13 06:00:00,봄,예,아니오,비,18.86 도,22.73 도,82,12.998,5,108,113,적음
